uf;municipio;evento;data_referencia;agente;arma;faixa_etaria;feminino;masculino;nao_informado;total_vitima;total;total_peso;abrangencia;formulario
SP;GAVIÃO PEIXOTO;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;GENERAL SALGADO;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;GETULINA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;GLICÉRIO;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;GUAIÇARA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;GUAIMBÊ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;GUAÍRA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;GUAPIAÇU;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;GUAPIARA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;GUARÁ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;GUARAÇAÍ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;GUARACI;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;GUARANI D'OESTE;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;GUARANTÃ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;GUARARAPES;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;GUARAREMA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;GUARATINGUETÁ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;GUAREÍ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;GUARIBA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;GUARUJÁ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;GUARULHOS;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;GUATAPARÁ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;GUZOLÂNDIA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;HERCULÂNDIA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;HOLAMBRA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;HORTOLÂNDIA;Feminicídio;01/01/25;;;;1;0;0;1;;;Estadual;Formulário 1
SP;IACANGA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IACRI;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IARAS;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IBATÉ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IBIRÁ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IBIRAREMA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IBITINGA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IBIÚNA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ICÉM;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IEPÊ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IGARAÇU DO TIETÊ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IGARAPAVA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IGARATÁ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IGUAPE;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ILHA COMPRIDA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ILHA SOLTEIRA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ILHABELA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;INDAIATUBA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;INDIANA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;INDIAPORÃ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;INÚBIA PAULISTA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IPAUSSU;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IPERÓ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IPEÚNA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IPIGUÁ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IPORANGA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IPUÃ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IRACEMÁPOLIS;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IRAPUÃ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;IRAPURU;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITABERÁ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITAÍ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITAJOBI;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITAJU;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITANHAÉM;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITAOCA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITAPECERICA DA SERRA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITAPETININGA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITAPEVA;Feminicídio;01/01/25;;;;1;0;0;1;;;Estadual;Formulário 1
SP;ITAPEVI;Feminicídio;01/01/25;;;;1;0;0;1;;;Estadual;Formulário 1
SP;ITAPIRA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITAPIRAPUÃ PAULISTA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITÁPOLIS;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITAPORANGA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITAPUÍ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITAPURA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITAQUAQUECETUBA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITARARÉ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITARIRI;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITATIBA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITATINGA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITIRAPINA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITIRAPUÃ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITOBI;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITU;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITUPEVA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITUVERAVA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JABORANDI;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JABOTICABAL;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JACAREÍ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JACI;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JACUPIRANGA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JAGUARIÚNA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JALES;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JAMBEIRO;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JANDIRA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JARDINÓPOLIS;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JARINU;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JAÚ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JERIQUARA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JOANÓPOLIS;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JOÃO RAMALHO;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JOSÉ BONIFÁCIO;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JÚLIO MESQUITA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JUMIRIM;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JUNDIAÍ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JUNQUEIRÓPOLIS;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JUQUIÁ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JUQUITIBA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LAGOINHA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LARANJAL PAULISTA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LAVÍNIA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LAVRINHAS;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LEME;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LENÇÓIS PAULISTA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LIMEIRA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LINDÓIA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LINS;Feminicídio;01/01/25;;;;1;0;0;1;;;Estadual;Formulário 1
SP;LORENA;Feminicídio;01/01/25;;;;1;0;0;1;;;Estadual;Formulário 1
SP;LOURDES;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LOUVEIRA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LUCÉLIA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LUCIANÓPOLIS;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LUÍS ANTÔNIO;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LUIZIÂNIA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LUPÉRCIO;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LUTÉCIA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MACATUBA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MACAUBAL;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MACEDÔNIA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MAGDA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MAIRINQUE;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MAIRIPORÃ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MANDURI;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MARABÁ PAULISTA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MARACAÍ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MARAPOAMA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MARIÁPOLIS;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MARÍLIA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MARINÓPOLIS;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MARTINÓPOLIS;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MATÃO;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MAUÁ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MENDONÇA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MERIDIANO;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MESÓPOLIS;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MIGUELÓPOLIS;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MINEIROS DO TIETÊ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MIRA ESTRELA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MIRACATU;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MIRANDÓPOLIS;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MIRANTE DO PARANAPANEMA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MIRASSOL;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MIRASSOLÂNDIA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MOCOCA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MOGI DAS CRUZES;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MOGI GUAÇU;Feminicídio;01/01/25;;;;1;0;0;1;;;Estadual;Formulário 1
SP;MOGI MIRIM;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MOMBUCA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MONÇÕES;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MONGAGUÁ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MONTE ALEGRE DO SUL;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MONTE ALTO;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MONTE APRAZÍVEL;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MONTE AZUL PAULISTA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MONTE CASTELO;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MONTE MOR;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MONTEIRO LOBATO;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MORRO AGUDO;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MORUNGABA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MOTUCA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MURUTINGA DO SUL;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NANTES;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NÃO INFORMADO;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NARANDIBA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NATIVIDADE DA SERRA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NAZARÉ PAULISTA;Feminicídio;01/01/25;;;;1;0;0;1;;;Estadual;Formulário 1
SP;NEVES PAULISTA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NHANDEARA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NIPOÃ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA ALIANÇA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA CAMPINA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA CANAÃ PAULISTA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA CASTILHO;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA EUROPA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA GRANADA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA GUATAPORANGA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA INDEPENDÊNCIA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA LUZITÂNIA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA ODESSA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVAIS;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVO HORIZONTE;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NUPORANGA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;OCAUÇU;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ÓLEO;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;OLÍMPIA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ONDA VERDE;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ORIENTE;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ORINDIÚVA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ORLÂNDIA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;OSASCO;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;OSCAR BRESSANE;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;OSVALDO CRUZ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;OURINHOS;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;OURO VERDE;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;OUROESTE;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PACAEMBU;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PALESTINA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PALMARES PAULISTA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PALMEIRA D'OESTE;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PALMITAL;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PANORAMA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARAGUAÇU PAULISTA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARAIBUNA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARAÍSO;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARANAPANEMA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARANAPUÃ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARAPUÃ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARDINHO;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARIQUERA-AÇU;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARISI;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PATROCÍNIO PAULISTA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PAULICÉIA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PAULÍNIA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PAULISTÂNIA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PAULO DE FARIA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEDERNEIRAS;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEDRA BELA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEDRANÓPOLIS;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEDREGULHO;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEDREIRA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEDRINHAS PAULISTA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEDRO DE TOLEDO;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PENÁPOLIS;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEREIRA BARRETO;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEREIRAS;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PERUÍBE;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIACATU;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIEDADE;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PILAR DO SUL;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PINDAMONHANGABA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PINDORAMA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PINHALZINHO;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIQUEROBI;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIQUETE;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIRACAIA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIRACICABA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIRAJU;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIRAJUÍ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIRANGI;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIRAPORA DO BOM JESUS;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIRAPOZINHO;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIRASSUNUNGA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIRATININGA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PITANGUEIRAS;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PLANALTO;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PLATINA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;POÁ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;POLONI;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;POMPÉIA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PONGAÍ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PONTAL;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PONTALINDA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PONTES GESTAL;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;POPULINA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PORANGABA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PORTO FELIZ;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PORTO FERREIRA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;POTIM;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;POTIRENDABA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRACINHA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRADÓPOLIS;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRAIA GRANDE;Feminicídio;01/01/25;;;;1;0;0;1;;;Estadual;Formulário 1
SP;PRATÂNIA;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRESIDENTE ALVES;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRESIDENTE BERNARDES;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRESIDENTE EPITÁCIO;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRESIDENTE PRUDENTE;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRESIDENTE VENCESLAU;Feminicídio;01/01/25;;;;0;0;0;0;;;Estadual;Formulário 1
